time,offerType
2022-03-08 14:49:34,1
2022-03-08 14:50:26,1
2022-03-08 14:50:36,2
2022-03-08 14:50:50,3
2022-03-08 14:50:59,3
2022-03-08 14:51:00,2
2022-03-08 14:51:01,2
2022-03-08 14:51:12,3
2022-03-08 14:52:12,2
2022-03-08 14:53:35,3
2022-03-08 14:54:07,2
2022-03-08 14:54:38,3
2022-03-08 14:55:16,3
2022-03-08 14:55:29,2
2022-03-08 14:55:51,2
2022-03-08 14:57:56,2
2022-03-08 14:58:26,2
2022-03-08 14:59:46,3
2022-03-08 14:59:50,2
2022-03-08 14:59:50,3
2022-03-08 15:00:15,2
2022-03-08 15:00:41,2
2022-03-08 15:00:46,0
2022-03-08 15:01:19,1
2022-03-08 15:01:34,2
2022-03-08 15:01:45,2
2022-03-08 15:02:47,3
2022-03-08 15:03:34,2
2022-03-08 15:05:12,2
2022-03-08 15:06:28,2
2022-03-08 15:07:01,2
2022-03-08 15:08:36,3
2022-03-08 15:09:07,2
2022-03-08 15:09:17,3
2022-03-08 15:09:42,2
2022-03-08 15:10:14,2
2022-03-08 15:10:47,3
2022-03-08 15:11:12,1
2022-03-08 15:11:49,2
2022-03-08 15:12:44,2
2022-03-08 15:12:58,3
2022-03-08 15:12:59,3
2022-03-08 15:15:21,4
2022-03-08 15:15:25,2
2022-03-08 15:16:00,3
2022-03-08 15:16:04,3
2022-03-08 15:17:19,2
2022-03-08 15:17:34,2
2022-03-08 15:18:11,3
2022-03-08 15:19:20,3
2022-03-08 15:19:55,2
2022-03-08 15:20:03,2
2022-03-08 15:20:19,2
2022-03-08 15:21:58,3
2022-03-08 15:22:03,2
2022-03-08 15:23:53,2
2022-03-08 15:24:20,2
2022-03-08 15:24:40,3
2022-03-08 15:24:46,3
2022-03-08 15:25:26,2
2022-03-08 15:25:52,2
2022-03-08 15:26:10,3
2022-03-08 15:26:37,3
2022-03-08 15:27:43,2
2022-03-08 15:27:58,2
2022-03-08 15:28:10,3
2022-03-08 15:28:27,2
2022-03-08 15:28:44,3
2022-03-08 15:29:55,2
2022-03-08 15:31:55,2
2022-03-08 15:32:14,3
2022-03-08 15:32:32,2
2022-03-08 15:32:40,2
2022-03-08 15:33:00,2
2022-03-08 15:34:09,1
2022-03-08 15:35:03,2
2022-03-08 15:36:41,3
2022-03-08 15:36:50,2
2022-03-08 15:37:33,2
2022-03-08 15:37:56,3
2022-03-08 15:38:23,3
2022-03-08 15:38:26,2
2022-03-08 15:38:38,3
2022-03-08 15:40:46,3
2022-03-08 15:41:20,3
2022-03-08 15:41:33,2
2022-03-08 15:42:53,1
2022-03-08 15:43:13,3
2022-03-08 15:43:26,2
2022-03-08 15:43:51,3
2022-03-08 15:44:52,3
2022-03-08 15:44:53,2
2022-03-08 15:45:13,2
2022-03-08 15:45:14,2
2022-03-08 15:45:16,3
2022-03-08 15:45:30,2
2022-03-08 15:45:55,2
2022-03-08 15:46:54,2
2022-03-08 15:47:36,2
2022-03-08 15:49:36,3
2022-03-08 15:49:57,3
2022-03-08 15:51:44,3
2022-03-08 15:54:02,3
2022-03-08 15:55:23,3
2022-03-08 15:56:12,2
2022-03-08 15:57:04,2
2022-03-08 15:57:13,3
2022-03-08 15:57:50,2
2022-03-08 15:57:51,3
2022-03-08 15:59:20,3
2022-03-08 15:59:46,2
2022-03-08 16:00:05,3
2022-03-08 16:03:03,3
2022-03-08 16:04:08,4
2022-03-08 16:06:20,3
2022-03-08 16:07:08,2
2022-03-08 16:08:27,3
2022-03-08 16:09:12,3
2022-03-08 16:09:35,3
2022-03-08 16:09:45,3
2022-03-08 16:11:38,3
2022-03-08 16:11:40,2
2022-03-08 16:13:13,3
2022-03-08 16:13:52,3
2022-03-08 16:15:42,2
2022-03-08 16:19:48,3
2022-03-08 16:20:43,2
2022-03-08 16:23:59,2
2022-03-08 16:27:25,2
2022-03-08 16:28:08,3
2022-03-08 16:28:16,0
2022-03-08 16:29:05,2
2022-03-08 16:30:11,2
2022-03-08 16:30:36,2
2022-03-08 16:30:59,3
2022-03-08 16:33:22,3
2022-03-08 16:33:44,3
2022-03-08 16:37:05,2
2022-03-08 16:37:38,2
2022-03-08 16:39:16,2
2022-03-08 16:40:05,2
2022-03-08 16:40:08,2
2022-03-08 16:40:20,2
2022-03-08 16:42:41,3
2022-03-08 16:43:19,3
2022-03-08 16:45:14,2
2022-03-08 16:45:23,2
2022-03-08 16:45:46,2
2022-03-08 16:46:52,2
2022-03-08 16:48:12,3
2022-03-08 16:48:19,3
2022-03-08 16:50:20,3
2022-03-08 16:50:43,3
2022-03-08 16:51:06,3
2022-03-08 16:52:07,2
2022-03-08 16:52:44,3
2022-03-08 16:53:39,3
2022-03-08 16:57:41,3
2022-03-08 16:57:43,2
2022-03-08 17:00:04,3
2022-03-08 17:03:55,3
2022-03-08 17:04:26,2
2022-03-08 17:05:42,2
2022-03-08 17:06:56,3
2022-03-08 17:07:38,2
2022-03-08 17:07:43,2
2022-03-08 17:08:22,0
2022-03-08 17:10:38,1
2022-03-08 17:13:35,3
2022-03-08 17:14:09,2
2022-03-08 17:14:29,3
2022-03-08 17:14:31,2
2022-03-08 17:15:05,2
2022-03-08 17:22:24,2
2022-03-08 17:22:33,3
2022-03-08 17:23:07,2
2022-03-08 17:24:13,2
2022-03-08 17:25:05,3
2022-03-08 17:26:43,3
2022-03-09 08:30:00,2
2022-03-09 08:30:01,3
2022-03-09 08:30:56,2
2022-03-09 08:32:48,2
2022-03-09 08:33:07,2
2022-03-09 08:35:36,3
2022-03-09 08:36:41,2
2022-03-09 08:40:25,3
2022-03-09 08:40:46,2
2022-03-09 08:44:12,3
2022-03-09 08:47:40,3
2022-03-09 08:48:41,3
2022-03-09 08:48:57,3
2022-03-09 08:49:37,2
2022-03-09 08:50:39,2
2022-03-09 08:52:25,2
2022-03-09 08:52:31,3
2022-03-09 08:53:24,1
2022-03-09 08:53:31,3
2022-03-09 08:56:23,0
2022-03-09 08:57:04,2
2022-03-09 08:58:15,3
2022-03-09 08:58:19,2
2022-03-09 09:01:51,3
2022-03-09 09:01:52,2
2022-03-09 09:01:53,3
2022-03-09 09:02:02,2
2022-03-09 09:02:27,2
2022-03-09 09:02:52,3
2022-03-09 09:04:38,3
2022-03-09 09:04:57,3
2022-03-09 09:05:36,2
2022-03-09 09:06:34,2
2022-03-09 09:08:18,2
2022-03-09 09:08:30,2
2022-03-09 09:08:53,2
2022-03-09 09:09:06,3
2022-03-09 09:09:15,3
2022-03-09 09:09:17,3
2022-03-09 09:09:37,3
2022-03-09 09:09:49,3
2022-03-09 09:09:52,3
2022-03-09 09:10:01,2
2022-03-09 09:10:25,2
2022-03-09 09:10:56,2
2022-03-09 09:11:39,3
2022-03-09 09:12:08,2
2022-03-09 09:12:43,3
2022-03-09 09:13:40,3
2022-03-09 09:14:20,3
2022-03-09 09:14:42,2
2022-03-09 09:15:11,2
2022-03-09 09:15:12,3
2022-03-09 09:16:09,2
2022-03-09 09:16:16,1
2022-03-09 09:17:04,2
2022-03-09 09:17:54,3
2022-03-09 09:18:04,0
2022-03-09 09:18:05,2
2022-03-09 09:18:07,3
2022-03-09 09:18:36,3
2022-03-09 09:19:08,4
2022-03-09 09:20:04,3
2022-03-09 09:20:10,3
2022-03-09 09:20:30,2
2022-03-09 09:21:32,3
2022-03-09 09:21:57,2
2022-03-09 09:22:05,3
2022-03-09 09:22:23,2
2022-03-09 09:22:48,3
2022-03-09 09:23:06,3
2022-03-09 09:23:13,2
2022-03-09 09:25:46,3
2022-03-09 09:27:04,3
2022-03-09 09:27:55,2
2022-03-09 09:28:21,2
2022-03-09 09:28:59,2
2022-03-09 09:29:03,2
2022-03-09 09:29:11,3
2022-03-09 09:29:16,3
2022-03-09 09:29:35,2
2022-03-09 09:31:22,2
2022-03-09 09:33:22,2
2022-03-09 09:33:25,3
2022-03-09 09:33:53,2
2022-03-09 09:34:29,3
2022-03-09 09:36:12,3
2022-03-09 09:37:12,3
2022-03-09 09:38:09,3
2022-03-09 09:39:16,2
2022-03-09 09:39:31,3
2022-03-09 09:39:56,2
2022-03-09 09:40:10,2
2022-03-09 09:40:23,2
2022-03-09 09:40:41,2
2022-03-09 09:41:23,2
2022-03-09 09:42:04,3
2022-03-09 09:42:17,3
2022-03-09 09:42:59,2
2022-03-09 09:44:20,2
2022-03-09 09:44:39,2
2022-03-09 09:44:58,3
2022-03-09 09:45:59,2
2022-03-09 09:46:04,0
2022-03-09 09:46:17,3
2022-03-09 09:47:21,2
2022-03-09 09:47:59,3
2022-03-09 09:48:24,2
2022-03-09 09:49:58,2
2022-03-09 09:49:59,1
2022-03-09 09:50:14,2
2022-03-09 09:50:29,3
2022-03-09 09:50:31,3
2022-03-09 09:50:35,3
2022-03-09 09:53:22,3
2022-03-09 09:54:49,3
2022-03-09 09:55:23,2
2022-03-09 09:56:09,0
2022-03-09 09:57:45,3
2022-03-09 09:58:29,0
2022-03-09 09:58:34,2
2022-03-09 09:58:43,3
2022-03-09 09:59:04,3
2022-03-09 09:59:49,2
2022-03-09 10:00:56,2
2022-03-09 10:01:25,0
2022-03-09 10:01:30,2
2022-03-09 10:01:48,1
2022-03-09 10:03:39,3
2022-03-09 10:04:41,2
2022-03-09 10:05:01,2
2022-03-09 10:07:55,3
2022-03-09 10:10:27,3
2022-03-09 10:11:08,3
2022-03-09 10:11:42,2
2022-03-09 10:11:55,2
2022-03-09 10:13:10,2
2022-03-09 10:13:18,3
2022-03-09 10:13:38,2
2022-03-09 10:13:49,2
2022-03-09 10:15:28,3
2022-03-09 10:16:22,2
2022-03-09 10:16:56,4
2022-03-09 10:17:21,2
2022-03-09 10:17:36,3
2022-03-09 10:18:04,2
2022-03-09 10:18:19,2
2022-03-09 10:18:39,2
2022-03-09 10:20:02,2
2022-03-09 10:21:20,3
2022-03-09 10:21:42,3
2022-03-09 10:22:17,3
2022-03-09 10:22:40,3
2022-03-09 10:22:50,3
2022-03-09 10:23:26,2
2022-03-09 10:23:30,3
2022-03-09 10:25:36,1
2022-03-09 10:26:09,3
2022-03-09 10:26:43,2
2022-03-09 10:26:55,3
2022-03-09 10:27:10,3
2022-03-09 10:28:37,2
2022-03-09 10:28:51,2
2022-03-09 10:28:53,3
2022-03-09 10:29:48,3
2022-03-09 10:31:26,2
2022-03-09 10:32:03,3
2022-03-09 10:32:45,2
2022-03-09 10:32:53,2
2022-03-09 10:33:30,2
2022-03-09 10:34:02,3
2022-03-09 10:34:24,3
2022-03-09 10:34:25,2
2022-03-09 10:35:17,0
2022-03-09 10:35:31,3
2022-03-09 10:35:58,3
2022-03-09 10:36:03,2
2022-03-09 10:37:21,3
2022-03-09 10:39:02,3
2022-03-09 10:39:41,2
2022-03-09 10:39:47,2
2022-03-09 10:40:15,3
2022-03-09 10:40:16,3
2022-03-09 10:40:55,2
2022-03-09 10:41:05,2
2022-03-09 10:41:17,3
2022-03-09 10:41:22,3
2022-03-09 10:41:22,2
2022-03-09 10:41:31,2
2022-03-09 10:41:42,2
2022-03-09 10:41:49,2
2022-03-09 10:42:57,3
2022-03-09 10:43:08,3
2022-03-09 10:44:10,2
2022-03-09 10:44:26,2
2022-03-09 10:44:31,0
2022-03-09 10:44:49,2
2022-03-09 10:45:08,1
2022-03-09 10:45:15,2
2022-03-09 10:45:20,2
2022-03-09 10:45:35,3
2022-03-09 10:45:50,3
2022-03-09 10:46:08,3
2022-03-09 10:46:47,3
2022-03-09 10:47:23,2
2022-03-09 10:48:31,2
2022-03-09 10:49:01,3
2022-03-09 10:49:02,2
2022-03-09 10:50:11,2
2022-03-09 10:50:16,3
2022-03-09 10:50:31,2
2022-03-09 10:51:04,2
2022-03-09 10:51:19,3
2022-03-09 10:51:37,2
2022-03-09 10:51:45,3
2022-03-09 10:51:57,2
2022-03-09 10:52:41,3
2022-03-09 10:53:15,2
2022-03-09 10:54:54,3
2022-03-09 10:56:33,2
2022-03-09 10:57:25,2
2022-03-09 10:57:27,2
2022-03-09 10:58:20,2
2022-03-09 10:58:44,3
2022-03-09 10:59:39,2
2022-03-09 11:00:16,3
2022-03-09 11:00:53,3
2022-03-09 11:01:06,2
2022-03-09 11:02:48,2
2022-03-09 11:02:57,3
2022-03-09 11:05:55,2
2022-03-09 11:07:24,2
2022-03-09 11:07:50,2
2022-03-09 11:08:09,3
2022-03-09 11:08:47,2
2022-03-09 11:09:46,3
2022-03-09 11:09:53,2
2022-03-09 11:10:03,2
2022-03-09 11:10:06,2
2022-03-09 11:10:11,2
2022-03-09 11:10:47,3
2022-03-09 11:12:50,3
2022-03-09 11:14:00,3
2022-03-09 11:14:15,3
2022-03-09 11:14:36,2
2022-03-09 11:15:30,2
2022-03-09 11:16:23,2
2022-03-09 11:16:48,3
2022-03-09 11:17:15,3
2022-03-09 11:18:59,3
2022-03-09 11:19:53,2
2022-03-09 11:20:31,2
2022-03-09 11:20:43,2
2022-03-09 11:21:45,3
2022-03-09 11:22:57,2
2022-03-09 11:25:00,2
2022-03-09 11:25:33,2
2022-03-09 11:26:10,2
2022-03-09 11:26:10,3
2022-03-09 11:26:18,3
2022-03-09 11:26:42,2
2022-03-09 11:28:22,0
2022-03-09 11:28:59,2
2022-03-09 11:29:22,2
2022-03-09 11:33:27,3
2022-03-09 11:34:37,2
2022-03-09 11:38:17,2
2022-03-09 11:41:30,2
2022-03-09 11:44:49,2
2022-03-09 11:45:26,3
2022-03-09 11:50:19,3
2022-03-09 11:50:35,2
2022-03-09 12:00:30,3
2022-03-09 12:00:34,2
2022-03-09 12:02:50,2
2022-03-09 12:03:37,2
2022-03-09 12:04:49,3
2022-03-09 12:05:37,2
2022-03-09 12:05:49,3
2022-03-09 12:06:10,3
2022-03-09 12:06:16,3
2022-03-09 12:06:33,3
2022-03-09 12:07:58,2
2022-03-09 12:10:55,2
2022-03-09 12:11:32,3
2022-03-09 12:12:01,2
2022-03-09 12:13:24,3
2022-03-09 12:14:59,3
2022-03-09 12:16:19,3
2022-03-09 12:18:38,2
2022-03-09 12:21:35,3
2022-03-09 12:27:17,2
2022-03-09 12:28:10,3
2022-03-09 12:30:08,3
2022-03-09 12:36:47,2
2022-03-09 12:36:57,2
2022-03-09 12:37:30,2
2022-03-09 12:41:01,2
2022-03-09 12:44:08,2
2022-03-09 12:45:02,3
2022-03-09 12:47:41,2
2022-03-09 12:48:04,2
2022-03-09 12:50:06,2
2022-03-09 12:50:41,3
2022-03-09 12:50:45,3
2022-03-09 12:51:14,2
2022-03-09 12:51:32,2
2022-03-09 12:51:32,2
2022-03-09 12:52:40,2
2022-03-09 12:52:44,2
2022-03-09 12:54:19,3
2022-03-09 12:54:29,2
2022-03-09 12:54:31,2
2022-03-09 12:55:37,2
2022-03-09 12:56:26,2
2022-03-09 12:56:59,2
2022-03-09 12:57:50,2
2022-03-09 12:59:09,3
2022-03-09 12:59:10,2
2022-03-09 12:59:55,2
2022-03-09 13:01:21,3
2022-03-09 13:02:26,3
2022-03-09 13:02:57,2
2022-03-09 13:14:53,2
2022-03-09 13:20:13,3
2022-03-09 13:21:13,2
2022-03-09 13:22:15,3
2022-03-09 13:22:15,3
2022-03-09 13:26:22,2
2022-03-09 13:28:59,2
2022-03-09 13:30:56,3
2022-03-09 13:32:24,3
2022-03-09 13:32:42,2
2022-03-09 13:33:11,3
2022-03-09 13:41:11,3
2022-03-09 13:43:16,3
2022-03-09 13:46:13,3
2022-03-09 13:51:46,3
2022-03-09 13:55:59,2
2022-03-09 13:58:09,2
2022-03-09 13:58:20,3
2022-03-09 14:00:49,2
2022-03-09 14:01:10,3
2022-03-09 14:01:22,1
2022-03-09 14:02:50,2
2022-03-09 14:03:09,2
2022-03-09 14:04:53,2
2022-03-09 14:05:15,3
2022-03-09 14:05:45,3
2022-03-09 14:07:50,3
2022-03-09 14:09:10,2
2022-03-09 14:10:06,2
2022-03-09 14:10:49,3
2022-03-09 14:10:49,2
2022-03-09 14:12:19,2
2022-03-09 14:12:22,2
2022-03-09 14:13:52,2
2022-03-09 14:17:01,3
2022-03-09 14:17:21,2
2022-03-09 14:18:08,2
2022-03-09 14:18:49,2
2022-03-09 14:19:08,3
2022-03-09 14:19:12,3
2022-03-09 14:21:21,2
2022-03-09 14:21:52,2
2022-03-09 14:22:08,2
2022-03-09 14:23:42,3
2022-03-09 14:23:52,3
2022-03-09 14:24:58,2
2022-03-09 14:25:21,2
2022-03-09 14:26:42,3
2022-03-09 14:27:26,2
2022-03-09 14:28:21,2
2022-03-09 14:28:23,2
2022-03-09 14:29:01,3
2022-03-09 14:29:37,3
2022-03-09 14:29:42,3
2022-03-09 14:30:23,2
2022-03-09 14:30:36,2
2022-03-09 14:31:10,3
2022-03-09 14:31:36,2
2022-03-09 14:31:42,2
2022-03-09 14:31:57,2
2022-03-09 14:32:09,2
2022-03-09 14:32:13,2
2022-03-09 14:32:18,2
2022-03-09 14:32:39,3
2022-03-09 14:33:09,2
2022-03-09 14:34:01,2
2022-03-09 14:34:17,3
2022-03-09 14:35:59,3
2022-03-09 14:36:37,3
2022-03-09 14:37:18,2
2022-03-09 14:38:07,3
2022-03-09 14:38:38,2
2022-03-09 14:39:09,3
2022-03-09 14:39:32,2
2022-03-09 14:39:49,3
2022-03-09 14:40:11,0
2022-03-09 14:40:46,3
2022-03-09 14:41:01,3
2022-03-09 14:41:21,2
2022-03-09 14:43:15,2
2022-03-09 14:45:22,2
2022-03-09 14:45:41,2
2022-03-09 14:46:09,3
2022-03-09 14:46:10,4
2022-03-09 14:49:00,4
2022-03-09 14:49:11,2
2022-03-09 14:49:35,2
2022-03-09 14:50:00,2
2022-03-09 14:50:08,2
2022-03-09 14:51:08,2
2022-03-09 14:51:29,3
2022-03-09 14:51:34,2
2022-03-09 14:52:36,3
2022-03-09 14:53:22,2
2022-03-09 14:53:40,2
2022-03-09 14:57:11,3
2022-03-09 14:58:12,4
2022-03-09 14:58:58,2
2022-03-09 15:00:04,2
2022-03-09 15:00:13,3
2022-03-09 15:00:40,3
2022-03-09 15:01:34,3
2022-03-09 15:02:05,2
2022-03-09 15:03:42,3
2022-03-09 15:03:53,3
2022-03-09 15:04:59,1
2022-03-09 15:06:10,3
2022-03-09 15:06:45,3
2022-03-09 15:07:26,3
2022-03-09 15:08:42,3
2022-03-09 15:09:49,2
2022-03-09 15:11:50,2
2022-03-09 15:11:56,3
2022-03-09 15:12:07,2
2022-03-09 15:14:47,2
2022-03-09 15:15:41,2
2022-03-09 15:15:59,4
2022-03-09 15:16:54,3
2022-03-09 15:18:12,2
2022-03-09 15:19:48,2
2022-03-09 15:20:44,2
2022-03-09 15:21:30,2
2022-03-09 15:22:09,2
2022-03-09 15:23:57,2
2022-03-09 15:23:58,2
2022-03-09 15:24:15,2
2022-03-09 15:24:38,2
2022-03-09 15:25:11,3
2022-03-09 15:25:29,2
2022-03-09 15:26:08,2
2022-03-09 15:26:08,2
2022-03-09 15:27:25,2
2022-03-09 15:27:29,3
2022-03-09 15:28:16,2
2022-03-09 15:28:36,2
2022-03-09 15:29:14,3
2022-03-09 15:30:00,2
2022-03-09 15:30:22,2
2022-03-09 15:32:09,2
2022-03-09 15:32:28,2
2022-03-09 15:32:40,2
2022-03-09 15:33:10,2
2022-03-09 15:33:22,2
2022-03-09 15:33:33,2
2022-03-09 15:33:49,3
2022-03-09 15:36:44,3
2022-03-09 15:36:50,3
2022-03-09 15:37:12,2
2022-03-09 15:38:07,3
2022-03-09 15:40:01,3
2022-03-09 15:40:32,2
2022-03-09 15:41:08,2
2022-03-09 15:41:15,1
2022-03-09 15:41:36,3
2022-03-09 15:41:50,2
2022-03-09 15:44:04,4
2022-03-09 15:45:02,2
2022-03-09 15:46:40,2
2022-03-09 15:47:03,3
2022-03-09 15:47:34,3
2022-03-09 15:48:13,2
2022-03-09 15:48:23,3
2022-03-09 15:48:45,3
2022-03-09 15:49:03,2
2022-03-09 15:49:03,0
2022-03-09 15:49:31,2
2022-03-09 15:49:50,3
2022-03-09 15:50:23,2
2022-03-09 15:50:25,2
2022-03-09 15:51:01,3
2022-03-09 15:51:08,2
2022-03-09 15:51:31,2
2022-03-09 15:51:52,2
2022-03-09 15:51:54,2
2022-03-09 15:52:16,3
2022-03-09 15:52:21,3
2022-03-09 15:52:50,3
2022-03-09 15:55:03,3
2022-03-09 15:55:38,3
2022-03-09 15:56:03,3
2022-03-09 15:56:23,2
2022-03-09 15:56:58,3
2022-03-09 15:57:15,1
2022-03-09 15:58:43,2
2022-03-09 15:59:09,2
2022-03-09 16:00:29,2
2022-03-09 16:02:24,2
2022-03-09 16:03:19,4
2022-03-09 16:05:42,2
2022-03-09 16:07:43,3
2022-03-09 16:08:23,2
2022-03-09 16:09:23,4
2022-03-09 16:09:42,2
2022-03-09 16:13:06,2
2022-03-09 16:14:02,2
2022-03-09 16:15:24,3
2022-03-09 16:17:31,2
2022-03-09 16:17:33,2
2022-03-09 16:21:42,3
2022-03-09 16:22:17,2
2022-03-09 16:22:23,2
2022-03-09 16:22:33,2
2022-03-09 16:25:24,2
2022-03-09 16:25:26,3
2022-03-09 16:25:32,2
2022-03-09 16:25:38,2
2022-03-09 16:27:34,3
2022-03-09 16:29:31,2
2022-03-09 16:30:10,3
2022-03-09 16:30:37,2
2022-03-09 16:36:01,3
2022-03-09 16:37:14,2
2022-03-09 16:40:47,3
2022-03-09 16:41:28,3
2022-03-09 16:41:38,0
2022-03-09 16:41:48,2
2022-03-09 16:41:53,3
2022-03-09 16:43:06,3
2022-03-09 16:43:14,3
2022-03-09 16:45:24,2
2022-03-09 16:49:33,4
2022-03-09 16:53:38,2
2022-03-09 16:58:58,4
2022-03-09 17:01:26,3
2022-03-09 17:03:22,3
2022-03-09 17:04:55,3
2022-03-09 17:05:01,3
2022-03-09 17:05:24,2
2022-03-09 17:08:00,3
2022-03-09 17:09:05,2
2022-03-09 17:12:36,2
2022-03-09 17:12:38,2
2022-03-09 17:12:43,3
2022-03-09 17:13:49,3
2022-03-09 17:14:32,2
2022-03-09 17:16:48,3
2022-03-09 17:17:25,3
2022-03-09 17:18:37,3
2022-03-09 17:20:32,3
2022-03-09 17:21:32,3
2022-03-09 17:23:15,3
2022-03-09 17:23:35,3
2022-03-09 17:26:32,3
2022-03-10 08:30:00,3
2022-03-10 08:31:15,2
2022-03-10 08:31:31,2
2022-03-10 08:31:33,3
2022-03-10 08:31:56,3
2022-03-10 08:31:58,2
2022-03-10 08:32:18,2
2022-03-10 08:33:45,3
2022-03-10 08:36:42,3
2022-03-10 08:38:06,3
2022-03-10 08:38:19,2
2022-03-10 08:40:09,2
2022-03-10 08:41:30,2
2022-03-10 08:44:02,3
2022-03-10 08:44:03,3
2022-03-10 08:47:23,2
2022-03-10 08:49:22,2
2022-03-10 08:49:47,2
2022-03-10 08:49:51,3
2022-03-10 08:50:59,2
2022-03-10 08:52:00,2
2022-03-10 08:52:20,2
2022-03-10 08:53:19,3
2022-03-10 08:55:37,2
2022-03-10 08:59:14,2
2022-03-10 08:59:52,3
2022-03-10 09:01:04,2
2022-03-10 09:01:36,3
2022-03-10 09:03:13,2
2022-03-10 09:05:56,3
2022-03-10 09:06:10,3
2022-03-10 09:06:59,3
2022-03-10 09:07:28,3
2022-03-10 09:07:39,2
2022-03-10 09:09:19,2
2022-03-10 09:09:53,3
2022-03-10 09:10:03,3
2022-03-10 09:11:20,3
2022-03-10 09:11:22,2
2022-03-10 09:11:34,3
2022-03-10 09:11:41,2
2022-03-10 09:13:25,1
2022-03-10 09:13:41,2
2022-03-10 09:13:42,3
2022-03-10 09:15:21,3
2022-03-10 09:16:12,3
2022-03-10 09:17:40,3
2022-03-10 09:18:42,2
2022-03-10 09:18:52,3
2022-03-10 09:20:56,2
2022-03-10 09:21:46,3
2022-03-10 09:22:47,2
2022-03-10 09:23:15,2
2022-03-10 09:23:36,3
2022-03-10 09:25:30,2
2022-03-10 09:25:39,2
2022-03-10 09:26:05,2
2022-03-10 09:26:30,3
2022-03-10 09:28:01,3
2022-03-10 09:28:13,2
2022-03-10 09:28:54,2
2022-03-10 09:30:08,2
2022-03-10 09:30:27,3
2022-03-10 09:32:16,3
2022-03-10 09:32:18,1
2022-03-10 09:32:27,2
2022-03-10 09:33:35,2
2022-03-10 09:34:41,2
2022-03-10 09:35:44,2
2022-03-10 09:35:51,3
2022-03-10 09:36:17,3
2022-03-10 09:36:41,2
2022-03-10 09:37:01,2
2022-03-10 09:37:52,3
2022-03-10 09:38:00,3
2022-03-10 09:38:40,0
2022-03-10 09:39:02,3
2022-03-10 09:40:15,2
2022-03-10 09:40:37,2
2022-03-10 09:41:04,3
2022-03-10 09:42:26,3
2022-03-10 09:43:36,3
2022-03-10 09:43:38,2
2022-03-10 09:43:45,3
2022-03-10 09:44:18,2
2022-03-10 09:44:35,2
2022-03-10 09:44:43,0
2022-03-10 09:45:19,3
2022-03-10 09:45:46,3
2022-03-10 09:46:32,2
2022-03-10 09:47:25,2
2022-03-10 09:47:40,3
2022-03-10 09:47:46,0
2022-03-10 09:48:30,3
2022-03-10 09:49:30,2
2022-03-10 09:49:43,2
2022-03-10 09:51:59,2
2022-03-10 09:52:34,0
2022-03-10 09:53:58,2
2022-03-10 09:54:09,3
2022-03-10 09:55:02,2
2022-03-10 09:55:11,2
2022-03-10 09:55:35,2
2022-03-10 09:55:35,3
2022-03-10 09:56:36,2
2022-03-10 09:57:39,2
2022-03-10 09:58:12,2
2022-03-10 09:58:33,3
2022-03-10 09:59:12,3
2022-03-10 10:00:26,0
2022-03-10 10:01:29,3
2022-03-10 10:03:42,2
2022-03-10 10:03:56,2
2022-03-10 10:04:09,3
2022-03-10 10:06:44,2
2022-03-10 10:07:02,3
2022-03-10 10:09:20,2
2022-03-10 10:09:43,3
2022-03-10 10:10:53,2
2022-03-10 10:12:22,2
2022-03-10 10:12:52,1
2022-03-10 10:15:24,2
2022-03-10 10:15:39,2
2022-03-10 10:18:51,0
2022-03-10 10:20:44,3
2022-03-10 10:20:54,2
2022-03-10 10:24:58,3
2022-03-10 10:25:26,3
2022-03-10 10:25:50,3
2022-03-10 10:27:18,1
2022-03-10 10:27:35,2
2022-03-10 10:27:47,2
2022-03-10 10:27:56,2
2022-03-10 10:28:21,3
2022-03-10 10:28:44,2
2022-03-10 10:28:50,2
2022-03-10 10:29:33,3
2022-03-10 10:29:50,2
2022-03-10 10:29:57,2
2022-03-10 10:30:16,2
2022-03-10 10:30:31,3
2022-03-10 10:31:07,3
2022-03-10 10:31:22,1
2022-03-10 10:31:45,2
2022-03-10 10:33:06,3
2022-03-10 10:33:34,3
2022-03-10 10:33:40,3
2022-03-10 10:34:18,3
2022-03-10 10:37:10,2
2022-03-10 10:37:32,2
2022-03-10 10:38:57,2
2022-03-10 10:39:02,2
2022-03-10 10:39:54,2
2022-03-10 10:40:09,3
2022-03-10 10:42:13,1
2022-03-10 10:42:19,2
2022-03-10 10:43:15,2
2022-03-10 10:44:21,3
2022-03-10 10:44:45,3
2022-03-10 10:44:58,2
2022-03-10 10:46:20,3
2022-03-10 10:46:50,2
2022-03-10 10:46:56,2
2022-03-10 10:47:50,3
2022-03-10 10:48:09,2
2022-03-10 10:48:09,2
2022-03-10 10:48:21,3
2022-03-10 10:48:24,3
2022-03-10 10:48:59,2
2022-03-10 10:50:17,2
2022-03-10 10:51:08,2
2022-03-10 10:53:35,2
2022-03-10 10:53:37,3
2022-03-10 10:53:49,3
2022-03-10 10:53:51,3
2022-03-10 10:54:52,2
2022-03-10 10:54:53,2
2022-03-10 10:55:06,3
2022-03-10 10:56:03,3
2022-03-10 10:58:19,2
2022-03-10 10:58:45,3
2022-03-10 10:58:46,3
2022-03-10 10:58:53,3
2022-03-10 10:59:00,3
2022-03-10 11:00:47,2
2022-03-10 11:01:14,3
2022-03-10 11:01:55,2
